canonical_smi,scaffold,scaffold_group,in_train,in_test
Cc1nccnc1C(=O)C=Cc1ccc(F)cc1,O=C(C=Cc1ccccc1)c1cnccn1,O=C(C=Cc1ccccc1)c1cnccn1,True,False
Cc1ccc(-c2cnc(-c3ccc(-c4nc5ccccc5s4)cc3)n2C)cc1,c1ccc(-c2cnc(-c3ccc(-c4nc5ccccc5s4)cc3)[nH]2)cc1,c1ccc(-c2cnc(-c3ccc(-c4nc5ccccc5s4)cc3)[nH]2)cc1,True,False
O=C(Nc1ccccc1)Nc1ccccc1-c1nc(-c2ccccc2)cs1,O=C(Nc1ccccc1)Nc1ccccc1-c1nc(-c2ccccc2)cs1,O=C(Nc1ccccc1)Nc1ccccc1-c1nc(-c2ccccc2)cs1,True,False
Nc1nc(-c2ccccc2)c(-c2ccccc2)s1,c1ccc(-c2ncsc2-c2ccccc2)cc1,c1ccc(-c2ncsc2-c2ccccc2)cc1,True,False
O=C(O)[C@@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(N2CCC(c3ccccc3)CC2)cc1,O=S(=O)(NCCc1c[nH]c2ccccc12)c1ccc(N2CCC(c3ccccc3)CC2)cc1,O=S(=O)(NCCc1c[nH]c2ccccc12)c1ccc(N2CCC(c3ccccc3)CC2)cc1,True,False
Cc1cc(Br)c2c(c1N)C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,O=C1c2ccccc2C(=O)c2ccccc21,True,False
c1csc(-c2ccc(N=Nc3nc4ccccc4s3)n2-c2cccc3ccccc23)c1,c1csc(-c2ccc(N=Nc3nc4ccccc4s3)n2-c2cccc3ccccc23)c1,c1csc(-c2ccc(N=Nc3nc4ccccc4s3)n2-c2cccc3ccccc23)c1,True,False
C[Si](C)(O)c1ccc([Si](C)(C)O)c2ccccc12,c1ccc2ccccc2c1,c1ccc2ccccc2c1,True,False
COc1cc(-n2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)nn2)c(OC)cc1C=C(C#N)C(=O)O,c1ccc(N(c2ccccc2)c2ccc(-c3cn(-c4ccccc4)nn3)cc2)cc1,c1ccc(N(c2ccccc2)c2ccc(-c3cn(-c4ccccc4)nn3)cc2)cc1,True,False
CC1c2ccccc2-c2cc3c(C#Cc4ccccc4)c4ccccc4c(C#Cc4ccccc4)c3cc21,C(#Cc1c2ccccc2c(C#Cc2ccccc2)c2cc3c(cc12)Cc1ccccc1-3)c1ccccc1,C(#Cc1c2ccccc2c(C#Cc2ccccc2)c2cc3c(cc12)Cc1ccccc1-3)c1ccccc1,True,False
Cn1c2ccc(C(C#N)=Cc3ccc(C#N)cc3)cc2c2ccc(C(C#N)=Cc3ccc(C#N)cc3)cc21,C(=Cc1ccc2c(c1)[nH]c1ccc(C=Cc3ccccc3)cc12)c1ccccc1,C(=Cc1ccc2c(c1)[nH]c1ccc(C=Cc3ccccc3)cc12)c1ccccc1,True,False
COc1nc(NN=Cc2cccc(OC)c2O)nc(NN=Cc2cccc(OC)c2O)n1,C(=NNc1ncnc(NN=Cc2ccccc2)n1)c1ccccc1,C(=NNc1ncnc(NN=Cc2ccccc2)n1)c1ccccc1,True,False
CC1(C)c2cc(-c3ccccc3)ccc2N2CC(=O)NC21C,O=C1CN2c3ccc(-c4ccccc4)cc3CC2N1,O=C1CN2c3ccc(-c4ccccc4)cc3CC2N1,True,False
CN(C)C(=CC=Cc1ccccc1)c1ccc(C#N)cc1,C(C=Cc1ccccc1)=Cc1ccccc1,C(C=Cc1ccccc1)=Cc1ccccc1,True,False
COc1ccc(C=O)cc1O,c1ccccc1,c1ccccc1,False,True
CC(=O)C(=O)c1ccccc1,c1ccccc1,c1ccccc1,False,True
c1ccc(-c2ccc(-c3cncnc3)s2)cc1,c1ccc(-c2ccc(-c3cncnc3)s2)cc1,c1ccc(-c2ccc(-c3cncnc3)s2)cc1,True,False
C#Cc1ccc(Nc2c(C(=O)NOCCO)ccc(F)c2F)c(F)c1,c1ccc(Nc2ccccc2)cc1,c1ccc(Nc2ccccc2)cc1,True,False
CN1c2ccccc2Sc2ccc(C=Nc3ccc4ccccc4c3)cc21,C(=Nc1ccc2ccccc2c1)c1ccc2c(c1)Nc1ccccc1S2,C(=Nc1ccc2ccccc2c1)c1ccc2c(c1)Nc1ccccc1S2,False,True
O=c1cc(O)c2ccccc2n1-c1ccccc1,O=c1ccc2ccccc2n1-c1ccccc1,O=c1ccc2ccccc2n1-c1ccccc1,False,True
COc1ccc2c(c1)cc1c(=O)nc(-c3ccccc3)nc-1n2C,O=c1nc(-c2ccccc2)nc2[nH]c3ccccc3cc1-2,O=c1nc(-c2ccccc2)nc2[nH]c3ccccc3cc1-2,True,False
COc1ccccc1,c1ccccc1,c1ccccc1,False,True
COC(=O)[C@H](Cc1ccc2oc(-c3ccnc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,c1ccc2oc(-c3ccnc4ccccc34)nc2c1,c1ccc2oc(-c3ccnc4ccccc34)nc2c1,False,True
Cc1ccc(C=C(C#N)c2ccc(N(c3ccccc3)c3ccc4ccccc4c3)cc2)cc1,C(=Cc1ccc(N(c2ccccc2)c2ccc3ccccc3c2)cc1)c1ccccc1,C(=Cc1ccc(N(c2ccccc2)c2ccc3ccccc3c2)cc1)c1ccccc1,True,False
CN(C)c1ccc2cc3ccc(N(C)C)cc3nc2c1,c1ccc2nc3ccccc3cc2c1,c1ccc2nc3ccccc3cc2c1,False,True
Cc1ccc(-n2cc(-c3nc4ccccc4[nH]3)cn2)cc1,c1ccc(-n2cc(-c3nc4ccccc4[nH]3)cn2)cc1,c1ccc(-n2cc(-c3nc4ccccc4[nH]3)cn2)cc1,True,False
CN(C)c1ccc(C=C2CCC(=Cc3ccc(N(C)C)cc3)C2=O)cc1,O=C1C(=Cc2ccccc2)CCC1=Cc1ccccc1,O=C1C(=Cc2ccccc2)CCC1=Cc1ccccc1,True,False
CC(C)CN1C(=O)c2cccc3c(N(C)CCO)ccc(c23)C1=O,O=C1NC(=O)c2cccc3cccc1c23,O=C1NC(=O)c2cccc3cccc1c23,True,False
Cc1cc(N=Nc2nc3ccccc3s2)c2c(C)ccc(C(C)C)cc1-2,c1ccc2ccc(N=Nc3nc4ccccc4s3)c-2cc1,c1ccc2ccc(N=Nc3nc4ccccc4s3)c-2cc1,True,False
CC(=O)n1c2ccc(Cl)cc2c2cc(Cl)ccc21,c1ccc2c(c1)[nH]c1ccccc12,c1ccc2c(c1)[nH]c1ccccc12,True,False
Cc1ccc(Cn2ccc3c2-c2[nH]c(=O)c(S(=O)(=O)c4ccccc4)cc2CC3)cc1,O=c1[nH]c2c(cc1S(=O)(=O)c1ccccc1)CCc1ccn(Cc3ccccc3)c1-2,O=c1[nH]c2c(cc1S(=O)(=O)c1ccccc1)CCc1ccn(Cc3ccccc3)c1-2,True,False
CC1=C(NC(Cc2ccccc2)C(=O)O)C(=O)C=C(NC(Cc2ccccc2)C(=O)O)C1=O,O=C1C=C(NCCc2ccccc2)C(=O)C=C1NCCc1ccccc1,O=C1C=C(NCCc2ccccc2)C(=O)C=C1NCCc1ccccc1,True,False
Cc1cc(C2=C(c3cc(C)sc3C)C(=O)C(Sc3ccccc3)C2)c(C)s1,O=C1C(c2ccsc2)=C(c2ccsc2)CC1Sc1ccccc1,O=C1C(c2ccsc2)=C(c2ccsc2)CC1Sc1ccccc1,True,False
CCN(CCO)c1ccc(N=Nc2ncc([N+](=O)[O-])s2)c(C)c1,c1ccc(N=Nc2nccs2)cc1,c1ccc(N=Nc2nccs2)cc1,False,True
c1cnc2c(c1)c1nc3ccc4ccc(N5CCOCC5)cc4c3nc1c1cccnc12,c1cnc2c(c1)c1nc3ccc4ccc(N5CCOCC5)cc4c3nc1c1cccnc12,c1cnc2c(c1)c1nc3ccc4ccc(N5CCOCC5)cc4c3nc1c1cccnc12,True,False
Cc1ccc(O)c(C)c1,c1ccccc1,c1ccccc1,False,True
Cc1ccc(N=Nc2ccc(O)c(C=Nc3ccc(C(=O)O)cc3)c2)cc1,C(=Nc1ccccc1)c1cccc(N=Nc2ccccc2)c1,C(=Nc1ccccc1)c1cccc(N=Nc2ccccc2)c1,False,True
c1ccc2[nH]c(-c3ccc(-c4ccc(-c5ccc(-c6nc7ccccc7[nH]6)cc5)cc4)cc3)nc2c1,c1ccc2[nH]c(-c3ccc(-c4ccc(-c5ccc(-c6nc7ccccc7[nH]6)cc5)cc4)cc3)nc2c1,c1ccc2[nH]c(-c3ccc(-c4ccc(-c5ccc(-c6nc7ccccc7[nH]6)cc5)cc4)cc3)nc2c1,True,False
Cc1nn2c(N=Nc3ccc([N+](=O)[O-])cc3)c(-c3ccccc3)[nH]c2c1N=Nc1ccc([N+](=O)[O-])cc1,c1ccc(N=Nc2cnn3c(N=Nc4ccccc4)c(-c4ccccc4)[nH]c23)cc1,c1ccc(N=Nc2cnn3c(N=Nc4ccccc4)c(-c4ccccc4)[nH]c23)cc1,True,False
O=C1OC(OCc2ccccc2)C(Nc2ccc(Br)cc2)=C1Br,O=C1C=C(Nc2ccccc2)C(OCc2ccccc2)O1,O=C1C=C(Nc2ccccc2)C(OCc2ccccc2)O1,False,True
CC(=O)Nc1ccc(-c2sc(=S)n(O)c2C)cc1,S=c1[nH]cc(-c2ccccc2)s1,S=c1[nH]cc(-c2ccccc2)s1,True,False
Nc1nc2c(N=Nc3nccs3)c(N)nn2c(N)c1N=Nc1ccccc1[N+](=O)[O-],c1ccc(N=Nc2cnc3c(N=Nc4nccs4)cnn3c2)cc1,c1ccc(N=Nc2cnc3c(N=Nc4nccs4)cnn3c2)cc1,False,True
O=[N+]([O-])c1ccc(C=Cc2ccc(C=Cc3ccc4c(=C5SC=CS5)c5ccccc5c(=C5SC=CS5)c4c3)s2)cc1,C1=CSC(=c2c3ccccc3c(=C3SC=CS3)c3cc(C=Cc4ccc(C=Cc5ccccc5)s4)ccc23)S1,C1=CSC(=c2c3ccccc3c(=C3SC=CS3)c3cc(C=Cc4ccc(C=Cc5ccccc5)s4)ccc23)S1,True,False
Cc1nc2c(C#N)cnn2c2c1CCN2c1cccc(Cl)c1,c1ccc(N2CCc3cnc4ccnn4c32)cc1,c1ccc(N2CCc3cnc4ccnn4c32)cc1,False,True
C(=Nc1ccc2ccccc2c1)c1ccc2ccccc2c1,C(=Nc1ccc2ccccc2c1)c1ccc2ccccc2c1,C(=Nc1ccc2ccccc2c1)c1ccc2ccccc2c1,True,False
c1ccc(N(c2cccc(-n3c4ccccc4c4ccccc43)c2)c2ccccn2)nc1,c1ccc(N(c2cccc(-n3c4ccccc4c4ccccc43)c2)c2ccccn2)nc1,c1ccc(N(c2cccc(-n3c4ccccc4c4ccccc43)c2)c2ccccn2)nc1,True,False
c1ccc(-c2cnc(-c3ccccc3)cn2)cc1,c1ccc(-c2cnc(-c3ccccc3)cn2)cc1,c1ccc(-c2cnc(-c3ccccc3)cn2)cc1,True,False
CC1(C)c2ccccc2-c2ccc(-n3c4ccccc4c4cc(-c5ccc(-c6ccc(C=C(C#N)C(=O)O)s6)s5)ccc43)cc21,c1csc(-c2ccc(-c3ccc4c(c3)c3ccccc3n4-c3ccc4c(c3)Cc3ccccc3-4)s2)c1,c1csc(-c2ccc(-c3ccc4c(c3)c3ccccc3n4-c3ccc4c(c3)Cc3ccccc3-4)s2)c1,True,False
CC(=O)Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(O)c12,c1ccc2ccccc2c1,c1ccc2ccccc2c1,True,False
N#CC(=Cc1ccc(C#Cc2ccc3c4c(cccc24)-c2c-3c(-c3ccccc3)c3ccccc3c2-c2ccccc2)cc1)C(=O)O,C(#Cc1ccc2c3c(cccc13)-c1c-2c(-c2ccccc2)c2ccccc2c1-c1ccccc1)c1ccccc1,C(#Cc1ccc2c3c(cccc13)-c1c-2c(-c2ccccc2)c2ccccc2c1-c1ccccc1)c1ccccc1,True,False
Cc1nc2c(C#N)cnn2c2c1CCN2c1ccc(F)cc1,c1ccc(N2CCc3cnc4ccnn4c32)cc1,c1ccc(N2CCc3cnc4ccnn4c32)cc1,False,True
N#CC(C#N)c1ccc2c(c1)Cc1ccccc1-2,c1ccc2c(c1)Cc1ccccc1-2,c1ccc2c(c1)Cc1ccccc1-2,True,False
c1ccc(-c2cccc3c2-c2ccccc2C32c3ccccc3-c3ccccc32)cc1,c1ccc(-c2cccc3c2-c2ccccc2C32c3ccccc3-c3ccccc32)cc1,c1ccc(-c2cccc3c2-c2ccccc2C32c3ccccc3-c3ccccc32)cc1,True,False
FC1(F)c2cccnc2-c2ncc(Br)cc21,c1cnc2c(c1)Cc1cccnc1-2,c1cnc2c(c1)Cc1cccnc1-2,True,False
COC(=O)c1cc2ccccc2cc1-c1cc2ccccc2cc1C(=O)N[C@H]1C[C@H]2C[C@@H]([C@@H]1C)C2(C)C,O=C(N[C@H]1C[C@H]2C[C@H](C2)C1)c1cc2ccccc2cc1-c1ccc2ccccc2c1,O=C(N[C@H]1C[C@H]2C[C@H](C2)C1)c1cc2ccccc2cc1-c1ccc2ccccc2c1,True,False
O=C1Cc2ccccc2C1=O,O=C1Cc2ccccc2C1=O,O=C1Cc2ccccc2C1=O,False,True
O=C1C(c2ccccc2)=C2C(=C(c3ccccc3)C(=O)N2c2ccccc2)N1c1ccccc1,O=C1C(c2ccccc2)=C2C(=C(c3ccccc3)C(=O)N2c2ccccc2)N1c1ccccc1,O=C1C(c2ccccc2)=C2C(=C(c3ccccc3)C(=O)N2c2ccccc2)N1c1ccccc1,True,False
CCOc1ccc(-c2ccc(N=Nc3nccs3)s2)s1,c1csc(-c2ccc(N=Nc3nccs3)s2)c1,c1csc(-c2ccc(N=Nc3nccs3)s2)c1,True,False
c1ccc2c(c1)-c1ccccc1C21c2ccc(-n3c4ccccc4c4ccccc43)cc2-c2cc(-n3c4ccccc4c4ccccc43)ccc21,c1ccc2c(c1)-c1ccccc1C21c2ccc(-n3c4ccccc4c4ccccc43)cc2-c2cc(-n3c4ccccc4c4ccccc43)ccc21,c1ccc2c(c1)-c1ccccc1C21c2ccc(-n3c4ccccc4c4ccccc43)cc2-c2cc(-n3c4ccccc4c4ccccc43)ccc21,True,False
O=C1C(Br)=CC(=Nc2ccc(O)cc2)C=C1Br,O=C1C=CC(=Nc2ccccc2)C=C1,O=C1C=CC(=Nc2ccccc2)C=C1,True,False
Cc1c(C(N)=O)c(=O)oc2cc3c(cc12)nc(Nc1ccc(Cl)c(Cl)c1)n3CCCN1CCCC1=O,O=C1CCCN1CCCn1c(Nc2ccccc2)nc2cc3ccc(=O)oc3cc21,O=C1CCCN1CCCn1c(Nc2ccccc2)nc2cc3ccc(=O)oc3cc21,False,True
COc1c(F)c(F)cc2c1c(=O)c(C(=O)c1ccccc1Cc1ccccc1)cn2C,O=C(c1ccccc1Cc1ccccc1)c1c[nH]c2ccccc2c1=O,O=C(c1ccccc1Cc1ccccc1)c1c[nH]c2ccccc2c1=O,True,False
Cc1ccc2nc(Cl)cc(N)c2c1,c1ccc2ncccc2c1,c1ccc2ncccc2c1,False,True
N#CC(=Cc1ccc2ccccc2c1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,C(=Cc1ccc2ccccc2c1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,C(=Cc1ccc2ccccc2c1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,True,False
COc1ccc(CNc2ncnc3[nH]c(C=Cc4ccc(C#N)cc4)nc23)cc1,C(=Cc1nc2c(NCc3ccccc3)ncnc2[nH]1)c1ccccc1,C(=Cc1nc2c(NCc3ccccc3)ncnc2[nH]1)c1ccccc1,True,False
CC1(C)c2ccccc2-c2cc3c(C#C[Si](C)(C)C)c4ccccc4c(C#C[Si](C)(C)C)c3cc21,c1ccc2c(c1)Cc1cc3cc4ccccc4cc3cc1-2,c1ccc2c(c1)Cc1cc3cc4ccccc4cc3cc1-2,True,False
Clc1ccccc1N=NC(=NNc1nc2ccccc2s1)c1cccs1,c1ccc(N=NC(=NNc2nc3ccccc3s2)c2cccs2)cc1,c1ccc(N=NC(=NNc2nc3ccccc3s2)c2cccs2)cc1,True,False
c1ccc2c(c1)sc1ccccc12,c1ccc2c(c1)sc1ccccc12,c1ccc2c(c1)sc1ccccc12,True,False
O=C1OC(OCc2ccccc2)C(Nc2cccc3ccccc23)=C1Br,O=C1C=C(Nc2cccc3ccccc23)C(OCc2ccccc2)O1,O=C1C=C(Nc2cccc3ccccc23)C(OCc2ccccc2)O1,True,False
COc1ccc(N=Nc2nc3ccc([N+](=O)[O-])cc3s2)cc1,c1ccc(N=Nc2nc3ccccc3s2)cc1,c1ccc(N=Nc2nc3ccccc3s2)cc1,False,True
CCOC(=O)C1=C(c2ccccc2)NC(=O)C1=NNc1ccccc1O,O=C1NC(c2ccccc2)=CC1=NNc1ccccc1,O=C1NC(c2ccccc2)=CC1=NNc1ccccc1,True,False
CCN(CC)c1cc(NC(C)=O)c(N=Nc2ccc3c(=O)[nH][nH]c(=O)c3c2[N+](=O)[O-])cc1OC,O=c1[nH][nH]c(=O)c2cc(N=Nc3ccccc3)ccc12,O=c1[nH][nH]c(=O)c2cc(N=Nc3ccccc3)ccc12,False,True
O=Cc1cc(N=Nc2ccccc2)ccc1O,c1ccc(N=Nc2ccccc2)cc1,c1ccc(N=Nc2ccccc2)cc1,False,True
O=c1[nH][nH]c(=O)c2c1ccc1[nH]c(-c3ccc(O)cc3O)nc12,O=c1[nH][nH]c(=O)c2c1ccc1[nH]c(-c3ccccc3)nc12,O=c1[nH][nH]c(=O)c2c1ccc1[nH]c(-c3ccccc3)nc12,True,False
Cc1cc(C)n(-c2nc3ccccc3s2)n1,c1ccc2sc(-n3cccn3)nc2c1,c1ccc2sc(-n3cccn3)nc2c1,True,False
C(#Cc1ccc2c(c1)Cc1ccccc1-2)c1ccc(N=Nc2ccc(C#Cc3ccc4c(c3)Cc3ccccc3-4)cc2)cc1,C(#Cc1ccc2c(c1)Cc1ccccc1-2)c1ccc(N=Nc2ccc(C#Cc3ccc4c(c3)Cc3ccccc3-4)cc2)cc1,C(#Cc1ccc2c(c1)Cc1ccccc1-2)c1ccc(N=Nc2ccc(C#Cc3ccc4c(c3)Cc3ccccc3-4)cc2)cc1,True,False
Oc1cccc2ccc(OCc3ccccc3COc3ccc4cccc(O)c4n3)nc12,c1ccc(COc2ccc3ccccc3n2)c(COc2ccc3ccccc3n2)c1,c1ccc(COc2ccc3ccccc3n2)c(COc2ccc3ccccc3n2)c1,True,False
CN1c2ccccc2Sc2cc(N=Cc3cccc4c3Sc3ccccc3N4C)ccc21,C(=Nc1ccc2c(c1)Sc1ccccc1N2)c1cccc2c1Sc1ccccc1N2,C(=Nc1ccc2c(c1)Sc1ccccc1N2)c1cccc2c1Sc1ccccc1N2,False,True
N#Cc1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c(-c2cccs2)nc1N,c1ccc(N(c2ccccc2)c2ccc(-c3cccnc3-c3cccs3)cc2)cc1,c1ccc(N(c2ccccc2)c2ccc(-c3cccnc3-c3cccs3)cc2)cc1,True,False
c1ccc(Oc2nc(Oc3ccccc3)nc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)n2)cc1,c1ccc(Oc2nc(Oc3ccccc3)nc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)n2)cc1,c1ccc(Oc2nc(Oc3ccccc3)nc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)n2)cc1,True,False
Fc1c(F)c(F)c2nc3c(F)c(NCCNc4c(F)c(F)c5nc6c(F)c(F)c(F)c(F)c6nc5c4F)c(F)c(F)c3nc2c1F,c1ccc2nc3cc(NCCNc4ccc5nc6ccccc6nc5c4)ccc3nc2c1,c1ccc2nc3cc(NCCNc4ccc5nc6ccccc6nc5c4)ccc3nc2c1,True,False
CC1c2ccccc2-c2cc3[nH]c(-c4ccccc4)nc3cc21,c1ccc(-c2nc3cc4c(cc3[nH]2)-c2ccccc2C4)cc1,c1ccc(-c2nc3cc4c(cc3[nH]2)-c2ccccc2C4)cc1,True,False
CC1=NC(=Cc2ccc(Br)cc2)C(=O)N1Cc1ccccc1,O=C1C(=Cc2ccccc2)N=CN1Cc1ccccc1,O=C1C(=Cc2ccccc2)N=CN1Cc1ccccc1,False,True
CSc1nc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)ncn2)cc1,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)ncn2)cc1,True,False
O=C1C=CC2=C3c4cc(O)c(O)cc4CC3(O)COC2=C1,O=C1C=CC2=C3c4ccccc4CC3COC2=C1,O=C1C=CC2=C3c4ccccc4CC3COC2=C1,True,False
O=C1C(Cl)=C(N(Cc2ccccc2)Cc2ccccc2)C(=O)C(Cl)=C1N(Cc1ccccc1)Cc1ccccc1,O=C1C=C(N(Cc2ccccc2)Cc2ccccc2)C(=O)C=C1N(Cc1ccccc1)Cc1ccccc1,O=C1C=C(N(Cc2ccccc2)Cc2ccccc2)C(=O)C=C1N(Cc1ccccc1)Cc1ccccc1,False,True
CCN(CC)c1ccc(C=C(C#N)c2ccc(-c3nc4ccc(C(=O)O)cc4[nH]3)s2)cc1,C(=Cc1ccc(-c2nc3ccccc3[nH]2)s1)c1ccccc1,C(=Cc1ccc(-c2nc3ccccc3[nH]2)s1)c1ccccc1,True,False
COc1ccc(-c2nc(O)c(-c3ccccc3O)s2)cc1,c1ccc(-c2cnc(-c3ccccc3)s2)cc1,c1ccc(-c2cnc(-c3ccccc3)s2)cc1,True,False
c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccccc6)cc5)o4)o3)cc2)cc1,c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccccc6)cc5)o4)o3)cc2)cc1,c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccccc6)cc5)o4)o3)cc2)cc1,True,False
Cc1cc(C2=C(c3cc(C)sc3C)C(=NO)CC2)c(C)s1,N=C1CCC(c2ccsc2)=C1c1ccsc1,N=C1CCC(c2ccsc2)=C1c1ccsc1,True,False
NCCc1c[nH]c2ccccc12,c1ccc2[nH]ccc2c1,c1ccc2[nH]ccc2c1,True,False
CC1(C)c2ccccc2-c2ccc(-n3c4ccccc4c4cc(-c5ccc(C=Cc6ccc(C=C(C#N)C(=O)O)s6)s5)ccc43)cc21,C(=Cc1ccc(-c2ccc3c(c2)c2ccccc2n3-c2ccc3c(c2)Cc2ccccc2-3)s1)c1cccs1,C(=Cc1ccc(-c2ccc3c(c2)c2ccccc2n3-c2ccc3c(c2)Cc2ccccc2-3)s1)c1cccs1,True,False
Oc1ccc(N=Nc2nc(-c3ccc(Cl)cc3)cs2)c2cccnc12,c1ccc(-c2csc(N=Nc3cccc4ncccc34)n2)cc1,c1ccc(-c2csc(N=Nc3cccc4ncccc34)n2)cc1,True,False
C1=C(c2ccc(-c3cccs3)s2)CCC(c2ccccc2)C1,C1=C(c2ccc(-c3cccs3)s2)CCC(c2ccccc2)C1,C1=C(c2ccc(-c3cccs3)s2)CCC(c2ccccc2)C1,True,False
Cc1ccccc1[C@@H]1O[C@H]1C(=O)c1ccccc1,O=C(c1ccccc1)[C@@H]1O[C@H]1c1ccccc1,O=C(c1ccccc1)[C@@H]1O[C@H]1c1ccccc1,True,False
Brc1ccc2nc3c(nc2c1)Nc1ccccc1N3,c1ccc2c(c1)Nc1nc3ccccc3nc1N2,c1ccc2c(c1)Nc1nc3ccccc3nc1N2,True,False
COc1cc2[nH]c3ccsc3c2cc1OC,c1ccc2c(c1)[nH]c1ccsc12,c1ccc2c(c1)[nH]c1ccsc12,False,True
FC(F)(F)c1cccc(C2(c3cccc(C(F)(F)F)c3)C=C3c4ccccc4C=CC3OC2)c1,C1=CC2OCC(c3ccccc3)(c3ccccc3)C=C2c2ccccc21,C1=CC2OCC(c3ccccc3)(c3ccccc3)C=C2c2ccccc21,True,False
c1ccc2c(c1)ccc1c3ccccc3ccc21,c1ccc2c(c1)ccc1c3ccccc3ccc21,c1ccc2c(c1)ccc1c3ccccc3ccc21,True,False
O=c1c2cc(O)c(O)cc2oc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,O=c1c2ccccc2oc2ccc([C@H]3CCCCO3)cc12,O=c1c2ccccc2oc2ccc([C@H]3CCCCO3)cc12,True,False
Brc1ccc(-c2cn3ccc(C=Cc4cccs4)cc3n2)cc1,C(=Cc1cccs1)c1ccn2cc(-c3ccccc3)nc2c1,C(=Cc1cccs1)c1ccn2cc(-c3ccccc3)nc2c1,True,False
Cc1cc(C)c(N=Nc2snc3ccc([N+](=O)[O-])cc23)c(C)c1,c1ccc(N=Nc2snc3ccccc23)cc1,c1ccc(N=Nc2snc3ccccc23)cc1,True,False
COc1ccc2c(c1)C(=O)CC=N2,O=C1CC=Nc2ccccc21,O=C1CC=Nc2ccccc21,False,True
O=C(C(=CC=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1)C(=O)C(F)(F)F)C(F)(F)F,C=C(c1ccccc1)c1ccccc1,C=C(c1ccccc1)c1ccccc1,True,False
CN(C)c1ccc(C#Cc2ccc(C=C(C#N)C(=O)O)s2)cc1,C(#Cc1cccs1)c1ccccc1,C(#Cc1cccs1)c1ccccc1,True,False
O=C1ON=C(c2ccccc2)C1=CC=C1C=CN(CC(O)CO)C=C1,O=C1ON=C(c2ccccc2)C1=CC=C1C=CNC=C1,O=C1ON=C(c2ccccc2)C1=CC=C1C=CNC=C1,True,False
CCn1c(=NN=c2sc3cc(S(=O)(=O)O)ccc3n2CC)sc2cc(S(=O)(=O)O)ccc21,c1ccc2sc(=NN=c3[nH]c4ccccc4s3)[nH]c2c1,c1ccc2sc(=NN=c3[nH]c4ccccc4s3)[nH]c2c1,False,True
CCOC(=O)c1ccc(-c2ccc(C#Cc3ccc(OC)cc3)s2)cc1,C(#Cc1ccc(-c2ccccc2)s1)c1ccccc1,C(#Cc1ccc(-c2ccccc2)s1)c1ccccc1,True,False
CN=Cc1cc2sc(-c3nc4ccccc4s3)c(C)c2s1,c1ccc2sc(-c3cc4sccc4s3)nc2c1,c1ccc2sc(-c3cc4sccc4s3)nc2c1,True,False
COc1ccccc1C1CC(c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2ccccc2-3)=NN1c1ccccc1,c1ccc(C2CC(c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3ccccc3-4)=NN2c2ccccc2)cc1,c1ccc(C2CC(c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3ccccc3-4)=NN2c2ccccc2)cc1,True,False
N#Cc1cc(Cl)c(Oc2ccc(CO)cc2)cc1C#N,c1ccc(Oc2ccccc2)cc1,c1ccc(Oc2ccccc2)cc1,True,False
CN(C)c1ccc(C=Cc2c(F)c(F)c(C=Cc3ccc(N(C)C)cc3)c(F)c2F)cc1,C(=Cc1ccc(C=Cc2ccccc2)cc1)c1ccccc1,C(=Cc1ccc(C=Cc2ccccc2)cc1)c1ccccc1,True,False
CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,O=C1CCC2C1CCC1c3ccccc3CCC12,O=C1CCC2C1CCC1c3ccccc3CCC12,True,False
COC1CC(c2cc(C)sc2C)=C(c2cc(C)sc2C)C1=O,O=C1CCC(c2ccsc2)=C1c1ccsc1,O=C1CCC(c2ccsc2)=C1c1ccsc1,True,False
